ReturnDate,TerritoryKey,ProductKey,ReturnQuantity
1/18/2015,9,312,1
1/18/2015,10,310,1
1/21/2015,8,346,1
1/22/2015,4,311,1
02-02-2015,6,312,1
2/15/2015,1,312,1
2/19/2015,9,311,1
2/24/2015,8,314,1
03-08-2015,8,350,1
3/13/2015,9,350,1
3/14/2015,4,346,1
3/15/2015,9,340,1
3/22/2015,4,311,1
3/26/2015,10,312,1
3/28/2015,7,312,1
3/28/2015,9,314,1
3/29/2015,9,311,1
04-01-2015,8,311,1
04-07-2015,9,311,1
04-07-2015,9,351,1
04-09-2015,9,311,1
04-10-2015,9,326,1
4/15/2015,9,312,1
4/16/2015,9,349,1
4/20/2015,9,310,1
4/21/2015,9,312,1
4/25/2015,4,324,1
4/27/2015,1,314,1
4/29/2015,6,310,1
4/29/2015,9,348,1
4/30/2015,8,330,1
05-01-2015,4,312,1
05-06-2015,9,324,1
05-07-2015,9,351,1
5/13/2015,1,310,1
5/14/2015,7,313,1
5/16/2015,6,313,1
5/16/2015,7,313,1
5/22/2015,9,314,1
5/24/2015,8,322,1
5/30/2015,1,313,1
5/30/2015,4,314,1
06-05-2015,4,313,1
06-07-2015,4,342,1
6/20/2015,9,347,1
6/24/2015,9,320,1
07-03-2015,4,373,1
07-11-2015,8,387,1
7/22/2015,8,379,1
8/14/2015,6,377,1
8/15/2015,1,377,1
8/15/2015,8,328,1
8/26/2015,4,387,1
8/28/2015,4,370,1
8/31/2015,10,373,1
09-03-2015,9,369,1
09-10-2015,1,354,1
10-03-2015,1,352,1
10-07-2015,9,352,1
10-08-2015,10,354,1
10-12-2015,9,379,1
10/13/2015,9,352,2
10/23/2015,9,354,1
10/25/2015,8,334,1
10/27/2015,6,368,1
10/28/2015,8,373,1
10/30/2015,7,370,1
11/16/2015,8,379,1
11/20/2015,8,360,1
11/23/2015,9,326,1
11/24/2015,1,330,1
11/27/2015,10,320,1
12-01-2015,10,356,1
12-04-2015,4,324,1
12-05-2015,6,389,1
12-06-2015,10,360,1
12-10-2015,9,334,1
12-11-2015,9,375,1
12-12-2015,8,377,1
12-12-2015,9,362,1
12-12-2015,9,379,1
12/14/2015,9,377,1
12/16/2015,4,377,1
12/18/2015,4,352,1
12/25/2015,8,389,1
01-07-2016,9,362,1
01-09-2016,8,373,1
01-10-2016,9,381,1
1/16/2016,7,371,1
1/23/2016,4,332,1
1/23/2016,9,354,1
1/26/2016,9,330,1
1/31/2016,4,360,1
02-01-2016,1,354,1
02-12-2016,9,330,1
2/14/2016,4,381,1
2/20/2016,9,328,1
2/20/2016,9,377,1
2/22/2016,8,369,1
2/22/2016,9,362,1
2/25/2016,9,370,1
03-08-2016,9,352,1
03-12-2016,1,336,1
3/18/2016,7,370,1
3/20/2016,9,360,1
3/21/2016,6,330,1
3/24/2016,7,330,1
3/29/2016,9,375,1
3/31/2016,7,368,1
04-01-2016,8,373,1
04-04-2016,7,387,1
4/13/2016,8,362,1
4/25/2016,1,320,1
4/27/2016,4,373,1
05-01-2016,1,322,1
05-01-2016,9,352,1
05-03-2016,9,370,1
05-11-2016,7,352,1
5/16/2016,9,354,1
5/21/2016,4,371,1
5/23/2016,8,328,1
5/26/2016,7,360,1
5/27/2016,7,326,1
5/31/2016,4,369,1
06-10-2016,4,356,1
06-12-2016,10,381,1
6/13/2016,4,371,1
6/15/2016,4,332,1
6/19/2016,1,328,1
6/21/2016,10,368,1
6/25/2016,7,369,1
6/27/2016,9,362,1
07-02-2016,9,375,1
07-03-2016,9,354,1
07-03-2016,9,477,1
07-03-2016,9,479,1
07-04-2016,9,356,1
07-06-2016,10,528,1
07-07-2016,10,358,1
07-08-2016,8,381,1
07-08-2016,9,478,1
07-08-2016,9,480,1
07-08-2016,9,487,1
07-08-2016,10,480,1
07-09-2016,7,215,1
07-11-2016,4,477,1
07-11-2016,8,232,1
07-12-2016,4,478,1
07-12-2016,7,389,1
7/13/2016,4,352,1
7/13/2016,9,371,1
7/13/2016,9,485,1
7/14/2016,4,605,1
7/15/2016,1,540,1
7/15/2016,4,478,1
7/15/2016,7,483,1
7/15/2016,7,540,1
7/15/2016,10,484,1
7/16/2016,1,223,1
7/19/2016,4,537,1
7/22/2016,1,477,1
7/23/2016,9,377,1
7/23/2016,10,220,1
7/24/2016,10,477,1
7/25/2016,9,537,1
7/26/2016,9,487,1
7/26/2016,9,528,1
7/28/2016,7,377,1
7/28/2016,8,485,1
7/29/2016,8,462,1
7/29/2016,9,480,1
7/29/2016,9,487,1
7/29/2016,10,480,1
7/30/2016,8,604,1
7/31/2016,4,540,1
7/31/2016,7,220,1
7/31/2016,9,489,1
08-01-2016,4,487,1
08-01-2016,9,486,1
08-02-2016,4,477,1
08-02-2016,6,477,1
08-02-2016,9,539,1
08-03-2016,6,229,1
08-03-2016,6,537,1
08-03-2016,6,540,1
08-04-2016,1,478,1
08-05-2016,4,484,1
08-05-2016,4,528,1
08-05-2016,6,220,1
08-06-2016,8,529,1
08-07-2016,6,480,1
08-07-2016,9,375,1
08-07-2016,9,480,1
08-07-2016,10,479,1
08-07-2016,10,537,1
08-08-2016,1,536,1
08-08-2016,10,371,1
08-09-2016,9,373,1
08-09-2016,9,535,1
08-09-2016,9,540,1
08-10-2016,7,477,1
08-10-2016,9,220,1
08-11-2016,4,385,1
08-11-2016,6,477,1
08-11-2016,9,528,1
08-12-2016,1,528,1
08-12-2016,4,529,1
08-12-2016,4,535,1
08-12-2016,6,480,1
08-12-2016,8,477,1
08-12-2016,10,464,1
08-12-2016,10,565,1
8/13/2016,1,387,1
8/13/2016,4,478,1
8/13/2016,4,487,1
8/13/2016,6,529,1
8/13/2016,10,590,1
8/14/2016,6,235,1
8/14/2016,7,538,1
8/14/2016,8,214,1
8/14/2016,8,226,1
8/14/2016,8,530,1
8/14/2016,10,215,1
8/15/2016,1,528,1
8/15/2016,1,529,1
8/15/2016,1,536,1
8/15/2016,6,229,1
8/15/2016,6,478,1
8/15/2016,8,538,1
8/15/2016,10,226,1
8/16/2016,4,356,1
8/16/2016,4,485,1
8/16/2016,6,478,1
8/17/2016,4,220,1
8/17/2016,7,539,1
8/17/2016,9,529,1
8/18/2016,1,360,1
8/18/2016,7,477,1
8/18/2016,7,478,1
8/19/2016,4,477,2
8/19/2016,7,540,1
8/19/2016,8,223,1
8/20/2016,4,529,1
8/20/2016,8,220,1
8/20/2016,9,229,1
8/20/2016,9,529,1
8/20/2016,9,530,1
8/21/2016,1,214,1
8/21/2016,8,214,1
8/22/2016,4,220,1
8/23/2016,4,477,1
8/23/2016,10,362,1
8/24/2016,1,486,1
8/24/2016,1,535,1
8/24/2016,4,478,1
8/24/2016,4,480,1
8/24/2016,4,486,1
8/24/2016,4,528,1
8/24/2016,6,478,1
8/24/2016,9,214,1
8/24/2016,9,480,1
8/24/2016,10,480,1
8/25/2016,4,215,1
8/25/2016,4,232,1
8/25/2016,4,565,1
8/25/2016,7,487,1
8/25/2016,7,529,1
8/25/2016,9,540,1
8/26/2016,1,476,1
8/26/2016,7,362,1
8/26/2016,9,226,1
8/26/2016,9,466,1
8/27/2016,6,477,1
8/27/2016,8,477,1
8/28/2016,1,540,1
8/28/2016,4,575,1
8/28/2016,6,223,1
8/28/2016,6,477,1
8/29/2016,4,477,1
8/29/2016,4,489,1
8/29/2016,7,477,1
8/29/2016,7,529,1
8/30/2016,1,477,1
8/30/2016,1,480,2
8/30/2016,4,464,1
8/30/2016,6,482,1
8/30/2016,6,528,1
8/30/2016,7,539,1
8/30/2016,9,479,1
8/30/2016,9,529,1
8/30/2016,10,530,1
8/31/2016,1,480,1
8/31/2016,1,568,1
8/31/2016,7,530,1
8/31/2016,9,480,1
09-01-2016,1,220,1
09-01-2016,6,535,1
09-02-2016,7,478,1
09-02-2016,9,385,1
09-03-2016,1,477,1
09-03-2016,1,538,1
09-03-2016,4,466,1
09-03-2016,6,574,1
09-03-2016,9,362,1
09-03-2016,9,480,1
09-03-2016,9,528,1
09-03-2016,9,561,1
09-04-2016,6,477,1
09-04-2016,6,541,1
09-04-2016,7,528,1
09-04-2016,10,484,1
09-05-2016,1,477,1
09-05-2016,4,362,1
09-05-2016,4,537,1
09-05-2016,6,220,1
09-05-2016,9,477,1
09-05-2016,9,485,1
09-06-2016,1,214,1
09-06-2016,4,477,1
09-06-2016,4,478,1
09-06-2016,8,562,1
09-06-2016,9,480,1
09-06-2016,10,223,1
09-07-2016,4,220,1
09-07-2016,9,358,1
09-08-2016,6,475,1
09-08-2016,9,360,1
09-08-2016,9,538,1
09-09-2016,4,477,1
09-09-2016,7,477,1
09-09-2016,7,478,1
09-09-2016,8,480,1
09-10-2016,9,385,1
09-10-2016,9,528,1
09-10-2016,10,489,1
09-10-2016,10,529,1
09-11-2016,8,538,1
09-11-2016,9,480,1
09-11-2016,10,389,1
09-12-2016,4,214,1
09-12-2016,6,536,1
9/13/2016,4,358,1
9/13/2016,4,474,1
9/13/2016,6,477,1
9/13/2016,7,477,1
9/13/2016,9,478,1
9/13/2016,10,223,1
9/14/2016,10,537,1
9/14/2016,10,576,1
9/15/2016,1,387,1
9/15/2016,6,215,1
9/15/2016,6,479,1
9/15/2016,6,529,1
9/15/2016,10,529,1
9/15/2016,10,530,1
9/16/2016,1,478,1
9/16/2016,1,537,1
9/16/2016,4,477,1
9/16/2016,6,478,2
9/16/2016,6,529,1
9/17/2016,4,464,1
9/17/2016,6,464,1
9/17/2016,8,214,1
9/18/2016,1,540,1
9/18/2016,8,373,1
9/18/2016,9,529,1
9/19/2016,1,220,1
9/19/2016,1,389,1
9/19/2016,1,528,1
9/19/2016,6,538,1
9/19/2016,10,581,1
9/20/2016,6,387,1
9/20/2016,6,479,1
9/20/2016,10,477,1
9/20/2016,10,538,1
9/21/2016,1,538,1
9/21/2016,4,477,1
9/21/2016,7,480,1
9/21/2016,7,529,1
9/22/2016,4,535,1
9/23/2016,4,477,1
9/23/2016,6,464,1
9/23/2016,8,491,1
9/23/2016,10,541,1
9/23/2016,10,561,1
9/24/2016,1,232,1
9/24/2016,1,535,1
9/24/2016,6,474,1
9/24/2016,10,215,1
9/25/2016,1,539,1
9/25/2016,7,528,1
9/26/2016,1,483,1
9/26/2016,1,538,1
9/26/2016,1,593,1
9/26/2016,4,477,1
9/26/2016,4,485,1
9/26/2016,6,215,1
9/26/2016,8,529,1
9/26/2016,8,536,1
9/26/2016,8,582,1
9/26/2016,9,488,1
9/27/2016,8,528,1
9/27/2016,10,232,1
9/28/2016,1,477,1
9/28/2016,6,528,1
9/28/2016,8,229,1
9/28/2016,9,223,1
9/29/2016,6,528,1
9/29/2016,10,540,1
9/30/2016,1,471,1
9/30/2016,4,605,1
9/30/2016,6,528,2
9/30/2016,8,538,1
9/30/2016,9,605,1
9/30/2016,10,528,1
10-01-2016,4,478,1
10-01-2016,6,232,1
10-01-2016,10,358,1
10-01-2016,10,477,1
10-01-2016,10,528,1
10-02-2016,1,480,1
10-02-2016,1,535,1
10-02-2016,4,214,1
10-02-2016,4,529,1
10-02-2016,9,215,1
10-02-2016,10,529,1
10-03-2016,8,352,1
10-04-2016,4,479,1
10-04-2016,4,487,1
10-04-2016,6,480,1
10-04-2016,9,214,1
10-05-2016,1,485,1
10-05-2016,6,480,1
10-05-2016,10,466,1
10-06-2016,4,485,1
10-06-2016,9,223,1
10-06-2016,9,360,1
10-06-2016,9,477,1
10-06-2016,9,478,1
10-06-2016,9,488,1
10-07-2016,6,538,1
10-07-2016,10,235,1
10-08-2016,1,536,1
10-08-2016,4,477,1
10-08-2016,9,480,1
10-08-2016,9,540,1
10-09-2016,1,223,1
10-09-2016,1,478,1
10-09-2016,4,223,1
10-09-2016,7,229,1
10-09-2016,7,530,1
10-09-2016,8,235,1
10-09-2016,9,477,1
10-09-2016,10,464,1
10-09-2016,10,480,1
10-09-2016,10,529,1
10-10-2016,4,232,1
10-10-2016,4,464,1
10-10-2016,4,537,1
10-10-2016,9,478,1
10-10-2016,9,529,1
10-10-2016,9,535,1
10-10-2016,10,479,1
10-10-2016,10,535,1
10-11-2016,1,580,1
10-11-2016,4,528,1
10-11-2016,6,600,1
10-11-2016,9,530,1
10-12-2016,6,476,1
10-12-2016,6,537,1
10-12-2016,6,539,1
10-12-2016,9,360,1
10-12-2016,10,214,1
10-12-2016,10,215,1
10/13/2016,9,223,1
10/13/2016,9,383,1
10/13/2016,10,540,1
10/14/2016,1,581,1
10/14/2016,4,215,1
10/14/2016,9,477,1
10/15/2016,1,604,1
10/15/2016,10,352,1
10/16/2016,4,479,1
10/16/2016,4,485,1
10/16/2016,9,489,1
10/16/2016,10,381,1
10/17/2016,6,480,1
10/17/2016,8,530,1
10/17/2016,9,485,1
10/17/2016,9,538,1
10/18/2016,7,482,1
10/19/2016,4,589,1
10/19/2016,9,220,1
10/19/2016,9,354,1
10/20/2016,1,466,1
10/20/2016,1,480,1
10/20/2016,1,535,1
10/20/2016,9,464,1
10/20/2016,10,478,1
10/21/2016,1,223,1
10/21/2016,4,482,1
10/21/2016,6,215,1
10/21/2016,9,537,1
10/21/2016,9,539,1
10/22/2016,1,605,1
10/22/2016,6,530,1
10/22/2016,7,605,1
10/22/2016,9,479,1
10/22/2016,9,537,1
10/23/2016,1,223,1
10/23/2016,4,360,1
10/23/2016,4,485,1
10/24/2016,4,214,1
10/24/2016,7,466,1
10/24/2016,8,541,1
10/25/2016,4,540,1
10/25/2016,4,606,1
10/25/2016,9,477,1
10/25/2016,9,481,1
10/25/2016,10,485,1
10/26/2016,1,389,1
10/26/2016,1,528,1
10/26/2016,1,529,1
10/26/2016,1,530,1
10/26/2016,4,488,1
10/26/2016,8,478,1
10/26/2016,9,541,1
10/27/2016,6,220,1
10/27/2016,9,489,1
10/28/2016,4,223,1
10/28/2016,7,480,1
10/28/2016,7,484,1
10/28/2016,7,577,1
10/28/2016,9,220,1
10/28/2016,9,477,1
10/28/2016,10,471,1
10/29/2016,4,581,1
10/29/2016,6,541,1
10/29/2016,8,235,1
10/29/2016,9,538,1
10/29/2016,10,477,1
10/30/2016,4,537,1
10/30/2016,6,475,1
10/30/2016,9,358,1
10/30/2016,10,371,1
10/31/2016,1,596,1
10/31/2016,4,215,1
10/31/2016,7,530,1
10/31/2016,8,358,1
10/31/2016,8,528,1
10/31/2016,8,584,1
10/31/2016,9,604,1
11-01-2016,6,477,1
11-01-2016,6,478,1
11-01-2016,6,528,1
11-01-2016,6,529,1
11-02-2016,4,215,1
11-02-2016,6,360,1
11-02-2016,7,477,1
11-02-2016,9,214,1
11-02-2016,10,385,1
11-03-2016,4,474,1
11-03-2016,4,541,1
11-03-2016,8,375,1
11-03-2016,9,489,1
11-04-2016,4,466,1
11-04-2016,10,528,1
11-05-2016,1,478,1
11-05-2016,9,480,1
11-05-2016,10,529,1
11-06-2016,1,485,1
11-06-2016,4,477,2
11-07-2016,1,354,1
11-07-2016,4,477,2
11-07-2016,6,478,1
11-07-2016,6,540,1
11-07-2016,8,477,1
11-07-2016,9,477,1
11-07-2016,9,535,1
11-07-2016,9,537,1
11-07-2016,9,604,1
11-08-2016,1,478,1
11-08-2016,4,472,1
11-08-2016,10,536,1
11-09-2016,1,478,1
11-09-2016,7,220,1
11-09-2016,9,477,1
11-09-2016,10,477,1
11-10-2016,1,362,1
11-10-2016,4,530,1
11-10-2016,6,528,1
11-10-2016,7,479,1
11-10-2016,10,485,1
11-11-2016,1,220,1
11-12-2016,4,480,1
11-12-2016,6,606,1
11-12-2016,8,477,1
11-12-2016,9,535,1
11-12-2016,10,541,1
11/13/2016,1,479,1
11/13/2016,1,562,1
11/13/2016,9,375,1
11/14/2016,1,466,1
11/14/2016,1,589,1
11/14/2016,4,478,1
11/14/2016,7,215,1
11/14/2016,7,538,1
11/14/2016,9,537,1
11/14/2016,9,592,1
11/14/2016,10,215,1
11/14/2016,10,477,1
11/15/2016,1,480,1
11/15/2016,4,478,1
11/15/2016,4,560,1
11/16/2016,1,528,1
11/16/2016,4,538,1
11/17/2016,1,480,1
11/17/2016,6,605,1
11/17/2016,8,584,1
11/17/2016,9,487,1
11/17/2016,10,385,1
11/18/2016,1,479,1
11/18/2016,6,480,1
11/18/2016,7,220,1
11/18/2016,7,487,1
11/18/2016,8,541,1
11/18/2016,9,220,1
11/18/2016,10,529,1
11/18/2016,10,583,1
11/18/2016,10,584,1
11/19/2016,4,220,1
11/19/2016,4,377,1
11/19/2016,4,486,1
11/19/2016,4,541,1
11/19/2016,6,584,1
11/19/2016,8,214,1
11/19/2016,9,214,1
11/19/2016,9,582,1
11/20/2016,4,481,1
11/20/2016,6,462,1
11/20/2016,6,538,1
11/20/2016,8,529,1
11/20/2016,9,487,1
11/21/2016,1,220,1
11/21/2016,1,226,1
11/21/2016,4,362,1
11/21/2016,4,464,1
11/22/2016,4,356,1
11/22/2016,4,485,1
11/22/2016,6,220,1
11/22/2016,9,489,1
11/22/2016,10,214,1
11/23/2016,1,478,1
11/23/2016,1,479,1
11/23/2016,4,215,1
11/23/2016,4,476,1
11/23/2016,9,214,1
11/24/2016,1,220,1
11/24/2016,1,528,1
11/24/2016,9,536,1
11/24/2016,10,358,1
11/24/2016,10,478,1
11/25/2016,4,485,1
11/25/2016,6,484,1
11/25/2016,6,528,1
11/26/2016,4,529,1
11/26/2016,7,479,1
11/26/2016,8,484,1
11/27/2016,6,528,1
11/27/2016,9,462,1
11/28/2016,1,480,1
11/28/2016,1,483,1
11/28/2016,1,530,1
11/28/2016,4,477,1
11/28/2016,9,215,1
11/28/2016,9,589,1
11/28/2016,10,477,1
11/28/2016,10,478,1
11/29/2016,1,535,1
11/29/2016,10,477,1
11/29/2016,10,479,1
11/30/2016,1,476,1
11/30/2016,4,214,1
11/30/2016,4,535,1
11/30/2016,7,476,1
11/30/2016,9,606,1
12-01-2016,1,215,1
12-01-2016,6,535,1
12-01-2016,7,220,1
12-01-2016,7,586,1
12-01-2016,8,223,1
12-01-2016,8,477,1
12-01-2016,9,214,1
12-01-2016,9,540,1
12-02-2016,6,474,1
12-03-2016,1,528,1
12-03-2016,1,535,1
12-03-2016,6,464,1
12-03-2016,6,528,1
12-03-2016,9,488,1
12-03-2016,10,220,1
12-04-2016,1,478,1
12-04-2016,1,539,1
12-04-2016,8,477,1
12-04-2016,9,529,1
12-05-2016,4,214,1
12-05-2016,4,528,1
12-05-2016,6,478,1
12-05-2016,8,385,1
12-05-2016,9,477,1
12-05-2016,10,214,1
12-05-2016,10,215,1
12-06-2016,1,528,1
12-06-2016,4,215,1
12-06-2016,6,485,1
12-06-2016,8,563,1
12-07-2016,4,466,1
12-07-2016,4,528,1
12-07-2016,4,540,1
12-07-2016,6,474,1
12-07-2016,7,220,1
12-07-2016,7,595,1
12-07-2016,9,564,1
12-07-2016,10,598,1
12-08-2016,4,214,1
12-08-2016,9,490,1
12-08-2016,9,577,1
12-08-2016,10,462,1
12-09-2016,4,223,1
12-09-2016,4,480,1
12-09-2016,4,530,1
12-09-2016,4,537,1
12-09-2016,6,471,1
12-09-2016,6,475,1
12-09-2016,8,479,1
12-09-2016,9,479,1
12-09-2016,9,530,1
12-10-2016,7,537,1
12-10-2016,9,478,1
12-11-2016,1,371,1
12-11-2016,9,476,1
12-11-2016,9,477,1
12-12-2016,4,220,1
12-12-2016,6,214,1
12-12-2016,7,214,1
12-12-2016,7,530,1
12-12-2016,7,536,1
12-12-2016,8,478,1
12-12-2016,10,485,1
12/13/2016,1,480,1
12/13/2016,1,485,1
12/13/2016,4,535,1
12/13/2016,6,529,1
12/13/2016,8,223,1
12/13/2016,9,486,1
12/13/2016,9,530,1
12/14/2016,1,540,1
12/14/2016,4,479,1
12/14/2016,6,220,1
12/15/2016,1,362,1
12/15/2016,1,478,1
12/15/2016,6,577,1
12/15/2016,7,489,1
12/15/2016,8,528,1
12/15/2016,8,538,1
12/15/2016,9,535,1
12/15/2016,9,572,1
12/15/2016,10,480,1
12/16/2016,1,480,1
12/16/2016,6,530,1
12/16/2016,9,385,1
12/16/2016,10,484,1
12/17/2016,1,474,1
12/17/2016,1,539,1
12/17/2016,4,220,1
12/17/2016,4,583,1
12/17/2016,6,528,1
12/17/2016,6,537,1
12/17/2016,10,477,1
12/18/2016,1,358,1
12/18/2016,6,477,1
12/19/2016,8,220,1
12/19/2016,9,576,1
12/19/2016,10,356,1
12/20/2016,1,529,1
12/20/2016,6,478,1
12/20/2016,8,223,1
12/20/2016,9,535,1
12/20/2016,10,575,1
12/21/2016,1,477,1
12/21/2016,6,360,1
12/21/2016,7,477,1
12/21/2016,10,480,1
12/22/2016,1,385,1
12/23/2016,4,215,1
12/23/2016,4,477,1
12/23/2016,4,488,1
12/23/2016,7,215,1
12/23/2016,9,484,1
12/24/2016,1,480,1
12/24/2016,1,537,1
12/24/2016,1,539,1
12/24/2016,4,481,1
12/24/2016,6,462,1
12/24/2016,6,477,1
12/24/2016,9,529,1
12/24/2016,9,530,1
12/25/2016,1,214,1
12/25/2016,1,220,1
12/25/2016,4,476,1
12/25/2016,4,588,1
12/25/2016,7,215,1
12/25/2016,8,223,1
12/25/2016,9,229,1
12/25/2016,9,530,1
12/25/2016,10,232,1
12/26/2016,1,232,1
12/26/2016,1,479,1
12/26/2016,4,214,1
12/26/2016,6,528,1
12/26/2016,8,479,1
12/26/2016,9,387,1
12/26/2016,10,528,1
12/27/2016,6,528,1
12/27/2016,9,479,1
12/27/2016,9,480,1
12/28/2016,1,584,1
12/28/2016,4,214,1
12/28/2016,4,538,1
12/28/2016,6,537,1
12/28/2016,7,477,1
12/28/2016,8,214,1
12/28/2016,9,562,1
12/28/2016,9,605,1
12/29/2016,1,484,1
12/29/2016,1,528,1
12/30/2016,1,215,1
12/30/2016,1,535,1
12/30/2016,1,540,1
12/30/2016,4,381,1
12/30/2016,4,484,1
12/30/2016,6,482,1
12/30/2016,7,229,1
12/31/2016,4,223,1
12/31/2016,4,537,1
12/31/2016,6,539,1
12/31/2016,7,477,1
12/31/2016,8,580,1
12/31/2016,10,479,1
01-01-2017,6,528,1
01-01-2017,9,477,1
01-01-2017,9,479,2
01-01-2017,9,528,1
01-01-2017,10,485,1
01-02-2017,1,537,1
01-02-2017,4,215,1
01-02-2017,4,479,1
01-02-2017,8,214,1
01-02-2017,8,528,1
01-02-2017,9,214,1
01-02-2017,9,561,1
01-03-2017,1,487,1
01-03-2017,4,485,1
01-03-2017,6,477,1
01-03-2017,7,540,1
01-03-2017,8,480,1
01-03-2017,9,477,1
01-04-2017,4,536,1
01-04-2017,9,484,1
01-05-2017,1,479,1
01-05-2017,6,536,1
01-05-2017,7,214,1
01-05-2017,10,480,1
01-06-2017,7,479,1
01-06-2017,7,486,1
01-06-2017,9,223,1
01-06-2017,9,385,1
01-07-2017,1,220,1
01-07-2017,1,490,1
01-07-2017,7,373,1
01-08-2017,1,480,1
01-08-2017,1,489,1
01-08-2017,8,485,1
01-08-2017,10,535,1
01-09-2017,4,478,1
01-09-2017,4,479,1
01-09-2017,6,474,1
01-09-2017,9,214,1
01-10-2017,1,220,1
01-10-2017,4,577,1
01-10-2017,6,462,1
01-10-2017,6,536,1
01-10-2017,6,538,1
01-10-2017,8,215,1
